source,record_id,title,year,venue,doi,cited_by_count,query_seed,relevance_note
Crossref,https://doi.org/10.70675/12445021z6c3cz43d1z88b3z33d2ab31d3ad,Distributed Multi-Robot Exploration With Connectivity Maintenance Under QoS Constraints,,,10.70675/12445021z6c3cz43d1z88b3z33d2ab31d3ad,0,hidden constraints robot manipulation,constraint
Crossref,https://doi.org/10.1109/tase.2023.3336076/mm1,Distributed Multi-Vehicle Task Assignment and Motion Planning in Dense Environments_supp1-3336076.mp4,,,10.1109/tase.2023.3336076/mm1,0,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.1109/lra.2024.3511431/mm1,DotTip: Enhancing Dexterous Robotic Manipulation with a Tactile Fingertip Featuring Curved Perceptual Morphology_supp1-3511431.mp4,,,10.1109/lra.2024.3511431/mm1,0,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.32469/10355/8291,Effects of self-explanation as causal mechanism elicitation methodology on causal reasoning task performance,,,10.32469/10355/8291,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.2139/ssrn.5055618,Enhancing Contact-Rich Manipulation Efficiency: Leveraging Human-Assisted Reinforcement Learning with Force Overlay Techniques,,,10.2139/ssrn.5055618,0,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/lra.2023.3333699/mm1,Enhancing Dexterity in Robotic Manipulation via Hierarchical Contact Exploration_supp1-3333699.mp4,,,10.1109/lra.2023.3333699/mm1,0,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/lra.2024.3415931/mm1,Enhancing the LLM-Based Robot Manipulation Through Human-Robot Collaboration_supp1-3415931.mp4,,,10.1109/lra.2024.3415931/mm1,0,robot assembly fixture support manipulation,manipulation
Crossref,https://doi.org/10.31234/osf.io/2mafb_v1,Experience sampling method studies in physical activity research: the relevance of causal reasoning,,,10.31234/osf.io/2mafb_v1,0,causal physical reasoning robotics manipulation,physical;causal
Crossref,https://doi.org/10.31234/osf.io/2mafb_v2,Experience sampling method studies in physical activity research: the relevance of causal reasoning,,,10.31234/osf.io/2mafb_v2,0,causal physical reasoning robotics manipulation,physical;causal
Crossref,https://doi.org/10.31234/osf.io/2mafb,Experience sampling method studies in physical activity research: the relevance of causal reasoning,,,10.31234/osf.io/2mafb,0,causal physical reasoning robotics manipulation,physical;causal
Crossref,https://doi.org/10.31979/etd.34cf-wyx3,Exploring the Design Space of Simulated Robotic Arms with Tactile Stimuli for Object Manipulation Using Reinforcement Learning Methods,,,10.31979/etd.34cf-wyx3,0,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.1007/11540151_14,F Task Planning,,Springer Tracts in Advanced Robotics Visual Perception and Robotic Manipulation,10.1007/11540151_14,0,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.1109/lra.2025.3551637/mm1,FORGE: Force-Guided Exploration for Robust Contact-Rich Manipulation Under Uncertainty_supp1-3551637.mp4,,,10.1109/lra.2025.3551637/mm1,0,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/lra.2024.3396665/mm1,FOTS: A Fast Optical Tactile Simulator for Sim2Real Learning of Tactile-motor Robot Manipulation Skills_supp1-3396665.mp4,,,10.1109/lra.2024.3396665/mm1,0,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.1021/nl034145q.s001,Field Configured Assembly: Programmed Manipulation and Self-assembly at the Mesoscale,,,10.1021/nl034145q.s001,0,robot assembly fixture support manipulation,assembly;manipulation
Crossref,https://doi.org/10.1021/nl034145q.s002,Field Configured Assembly: Programmed Manipulation and Self-assembly at the Mesoscale,,,10.1021/nl034145q.s002,0,robot assembly fixture support manipulation,assembly;manipulation
Crossref,https://doi.org/10.1787/888933149155,"Figure 7.1 Impact of IMPROVE on algebraic manipulation, reasoning, patterns and analysing changes",,,10.1787/888933149155,0,contact rich manipulation physical reasoning,manipulation
Crossref,https://doi.org/10.1007/0-387-28982-8_3,Filtering and Smoothing Recursions,,Springer Series in Statistics Inference in Hidden Markov Models,10.1007/0-387-28982-8_3,0,tactile inference manipulation hidden state,broad robotics neighbor
Crossref,https://doi.org/10.1021/ja066205a.s001,From Cd-Rich to Se-Rich - the Manipulation of CdSe Nanocrystal Surface Stoichiometry,,,10.1021/ja066205a.s001,0,contact rich manipulation physical reasoning,manipulation
Crossref,https://doi.org/10.1021/ja066205a.s002,From Cd-Rich to Se-Rich - the Manipulation of CdSe Nanocrystal Surface Stoichiometry,,,10.1021/ja066205a.s002,0,contact rich manipulation physical reasoning,manipulation
Crossref,https://doi.org/10.36227/techrxiv.176153407.77398309/v1,From Classical Planning to Learning-Based Task and Motion Planning: A Survey of Intelligent Planning Systems,,,10.36227/techrxiv.176153407.77398309/v1,0,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.31234/osf.io/yvmxc,From observed laterality to latent hemispheric differences: revisiting the inference problem,,,10.31234/osf.io/yvmxc,0,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.1007/0-387-28982-8_13,Fully Bayesian Approaches,,Springer Series in Statistics Inference in Hidden Markov Models,10.1007/0-387-28982-8_13,0,tactile inference manipulation hidden state,broad robotics neighbor
Crossref,https://doi.org/10.2139/ssrn.4606046,Gam: General Affordance-Based Manipulation for Contact-Rich Object Disentangling Tasks,,,10.2139/ssrn.4606046,0,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/tro.2024.3352969/mm1,General-Purpose Sim2Real Protocol for Learning Contact-Rich Manipulation With Marker-Based Visuotactile Sensors_supp1-3352969.mp4,,,10.1109/tro.2024.3352969/mm1,0,contact rich manipulation physical reasoning,contact;tactile;manipulation
Crossref,https://doi.org/10.70675/8fc64db7zea85z4529z9136zd593d8fa2783,Geometric reasoning planning in the context of Human-Robot Interaction,,,10.70675/8fc64db7zea85z4529z9136zd593d8fa2783,0,robot manipulation physical reasoning support relations,broad robotics neighbor
Crossref,https://doi.org/10.2139/ssrn.6013594,Hidden Actions and Inference Externalities,,,10.2139/ssrn.6013594,0,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.5194/egusphere-egu2020-1891,Hidden Magnetizations and Localization Constraints,,,10.5194/egusphere-egu2020-1891,0,hidden constraints robot manipulation,constraint;hidden
Crossref,https://doi.org/10.64628/aa.x9avawcgf,"Hidden costs, manipulation, forced continuity: report reveals how Australian consumers are being duped online",,,10.64628/aa.x9avawcgf,0,hidden constraints robot manipulation,manipulation;hidden
Crossref,https://doi.org/10.1101/2025.10.10.681143,Hidden-state inference aligns attention and neural representational geometry during flexible behaviour,,,10.1101/2025.10.10.681143,0,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1109/tro.2025.3547272/mm1,Hierarchical Diffusion Policy: Manipulation Trajectory Generation Via Contact Guidance_supp1-3547272.mp4,,,10.1109/tro.2025.3547272/mm1,0,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.14711/thesis-991012873058903412,High-performance vision-based tactile sensing with applications in robotic manipulation,,,10.14711/thesis-991012873058903412,0,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.31234/osf.io/tkbgr_v1,Hippocampal dendritic integration as hidden state inference,,,10.31234/osf.io/tkbgr_v1,0,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1109/tii.2024.3514130/mm1,Human-Aware Reactive Task Planning of Sequential Robotic Manipulation Tasks_supp1-3514130.pdf,,,10.1109/tii.2024.3514130/mm1,0,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.2139/ssrn.4432733,Human-Robot Collaboration for Reactive Deformable Linear Object Manipulation Using Topological Latent Control Model,,,10.2139/ssrn.4432733,0,robot manipulation latent state inference,manipulation
Crossref,https://doi.org/10.1109/lra.2024.3511396/mm1,Human-Robot Collaborative Cable-Suspended Manipulation with Contact Distinction_supp1-3511396.mp4,,,10.1109/lra.2024.3511396/mm1,0,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.21203/rs.3.rs-4836877/v1,Human-Robot Cooperative Object Transportation with Intention-Driven Manipulation and Trajectory Guidance,,,10.21203/rs.3.rs-4836877/v1,0,object relation reasoning robot manipulation,manipulation
Crossref,https://doi.org/10.17760/d20474688,Inference from brain imaging: incorporating domain knowledge and latent space modeling,,,10.17760/d20474688,0,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.53846/goediss-6643,Inference in inhomogeneous hidden Markov models with application to ion channel data,,,10.53846/goediss-6643,0,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.70675/294739d4z902az436bzb2b3z93ba103520f8,Inference on dependent data : Contributions to hidden Markov and preferential attachment graph models,,,10.70675/294739d4z902az436bzb2b3z93ba103520f8,0,tactile inference manipulation hidden state,hidden
Crossref,https://doi.org/10.1109/tro.2025.3605261/mm1,Integration of Robot and Scene Kinematics for Sequential Mobile Manipulation Planning_supp1-3605261.mp4,,,10.1109/tro.2025.3605261/mm1,0,hidden constraints robot manipulation,manipulation
Crossref,https://doi.org/10.1109/robot.1991.131839,Intelligent sensing and machine reasoning for robotic manipulation of irregular moving objects,,Proceedings. 1991 IEEE International Conference on Robotics and Automation,10.1109/robot.1991.131839,0,causal physical reasoning robotics manipulation,manipulation
Crossref,https://doi.org/10.1109/lra.2024.3381012/mm1,Intersection-Free Robot Manipulation With Soft-Rigid Coupled Incremental Potential Contact_supp1-3381012.mp4,,,10.1109/lra.2024.3381012/mm1,0,hidden constraints robot manipulation,contact;manipulation
Crossref,https://doi.org/10.70675/a91a3998z6154z49edzbf06zde9d3f111e20,Intrinsic tactile sensing system for robotic dexterous manipulation,,,10.70675/a91a3998z6154z49edzbf06zde9d3f111e20,0,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.12681/eadd/60293,Kinesthetic guidance and kinematic control of bimanual mobile robot for object manipulation under constraints,,,10.12681/eadd/60293,0,object relation reasoning robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.5821/dissertation-2117-345316,Knowledge representation and reasoning for perception-based manipulation planning,,,10.5821/dissertation-2117-345316,0,contact rich manipulation physical reasoning,manipulation
Crossref,https://doi.org/10.31428/10317/21338,Latent variable models in the context of geostatistical analysis and inference,,,10.31428/10317/21338,0,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.1109/tpami.2025.3598866/mm1,LatentAugment: Data Augmentation via Guided Manipulation of GAN's Latent Space_supp1-3598866.pdf,,,10.1109/tpami.2025.3598866/mm1,0,robot manipulation latent state inference,manipulation
Crossref,https://doi.org/10.1109/tro.2025.3582829/mm1,Learning Multimodal Latent Dynamics for Human-Robot Interaction_supp1-3582829.mp4,,,10.1109/tro.2025.3582829/mm1,0,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.70675/0ed70a68z6ee8z499azad5bze70e968862c8,Learning geometric reasoning for multi-robot task and motionplanning,,,10.70675/0ed70a68z6ee8z499azad5bze70e968862c8,0,robot manipulation physical reasoning support relations,broad robotics neighbor
Crossref,https://doi.org/10.14711/thesis-991012879859603412,Learning perception and motion planning in robotic manipulation,,,10.14711/thesis-991012879859603412,0,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1109/tcds.2025.3643804/mm1,Learning task constraints and robot motion from unreliable human skeleton data using human action recognition algorithm_supp1-3643804.docx,,,10.1109/tcds.2025.3643804/mm1,0,task motion planning manipulation constraints,constraint
Crossref,https://doi.org/10.54854/ow2024.02,Limited AGI: The Hidden Constraints of Intelligence at Scale,,,10.54854/ow2024.02,0,hidden constraints robot manipulation,constraint;hidden
Crossref,https://doi.org/10.17760/d20659798,Loco-manipulation with non-impulsive contact-implicit planning in a slithering robot,,,10.17760/d20659798,0,hidden constraints robot manipulation,contact;manipulation
Crossref,https://doi.org/10.1021/acs.langmuir.0c02891.s003,Magnetic Manipulation and Assembly of Nonmagnetic Colloidal Rods in a Ferrofluid,,,10.1021/acs.langmuir.0c02891.s003,0,robot assembly fixture support manipulation,assembly;manipulation
Crossref,https://doi.org/10.1021/acs.langmuir.0c02891.s002,Magnetic Manipulation and Assembly of Nonmagnetic Colloidal Rods in a Ferrofluid,,,10.1021/acs.langmuir.0c02891.s002,0,robot assembly fixture support manipulation,assembly;manipulation
Crossref,https://doi.org/10.1021/acs.langmuir.0c02891.s005,Magnetic Manipulation and Assembly of Nonmagnetic Colloidal Rods in a Ferrofluid,,,10.1021/acs.langmuir.0c02891.s005,0,robot assembly fixture support manipulation,assembly;manipulation
Crossref,https://doi.org/10.1021/acs.langmuir.0c02891.s001,Magnetic Manipulation and Assembly of Nonmagnetic Colloidal Rods in a Ferrofluid,,,10.1021/acs.langmuir.0c02891.s001,0,robot assembly fixture support manipulation,assembly;manipulation
Crossref,https://doi.org/10.1021/acs.langmuir.0c02891.s004,Magnetic Manipulation and Assembly of Nonmagnetic Colloidal Rods in a Ferrofluid,,,10.1021/acs.langmuir.0c02891.s004,0,robot assembly fixture support manipulation,assembly;manipulation
Crossref,https://doi.org/10.31234/osf.io/fkzv5,Making inferential leaps: Manipulation checks and the road towards strong inference,,,10.31234/osf.io/fkzv5,0,tactile inference manipulation hidden state,manipulation
